업체명	x인자	통화	NO	분기	 Data 
YOKOGAWA ELECTRIC	X245_1	JPY	1	2015 Q3	6,234,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2015 Q4	13,298,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2016 Q1	6,640,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2016 Q2	13,822,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2016 Q3	9,995,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2016 Q4	9,185,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2017 Q1	5,087,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2017 Q2	9,420,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2017 Q3	5,481,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2017 Q4	11,600,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2018 Q1	2,540,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2018 Q2	9,907,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2018 Q3	8,097,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2018 Q4	12,152,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2019 Q1	4,780,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2019 Q2	9,973,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2019 Q3	10,347,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2019 Q4	9,477,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2020 Q1	6,570,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2020 Q2	10,291,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2020 Q3	11,288,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2020 Q4	7,439,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2021 Q1	6,425,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2021 Q2	8,921,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2021 Q3	8,487,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2021 Q4	7,766,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2022 Q1	4,800,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2022 Q2	9,367,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2022 Q3	7,933,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2022 Q4	8,500,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2023 Q1	1,400,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2023 Q2	12,200,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2023 Q3	11,169,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2023 Q4	19,640,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2024 Q1	13,100,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2024 Q2	20,600,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2024 Q3	24,673,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2024 Q4	20,420,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2025 Q1	14,800,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2025 Q2	21,500,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2025 Q3	22,102,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2025 Q4	21,112,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2026 Q1	16,000,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2026 Q2	22,500,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2026 Q3	23,500,000,000
YOKOGAWA ELECTRIC	X245_1	JPY	1	2026 Q4	24,000,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2015 Q3	96,856,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2015 Q4	124,555,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2016 Q1	92,690,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2016 Q2	109,484,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2016 Q3	99,171,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2016 Q4	112,387,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2017 Q1	89,939,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2017 Q2	94,673,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2017 Q3	92,489,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2017 Q4	114,300,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2018 Q1	86,125,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2018 Q2	101,857,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2018 Q3	106,038,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2018 Q4	112,570,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2019 Q1	88,945,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2019 Q2	101,502,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2019 Q3	104,853,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2019 Q4	108,431,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2020 Q1	90,271,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2020 Q2	101,122,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2020 Q3	105,952,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2020 Q4	107,087,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2021 Q1	81,961,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2021 Q2	92,415,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2021 Q3	95,301,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2021 Q4	104,529,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2022 Q1	86,300,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2022 Q2	98,119,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2022 Q3	96,381,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2022 Q4	109,100,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2023 Q1	94,000,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2023 Q2	111,900,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2023 Q3	111,565,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2023 Q4	138,996,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2024 Q1	118,600,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2024 Q2	135,900,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2024 Q3	138,591,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2024 Q4	147,063,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2025 Q1	128,900,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2025 Q2	137,700,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2025 Q3	142,307,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2025 Q4	157,772,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2026 Q1	138,000,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2026 Q2	
YOKOGAWA ELECTRIC	X245_3	JPY	3	2026 Q3	151,500,000,000
YOKOGAWA ELECTRIC	X245_3	JPY	3	2026 Q4	166,500,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2015 Q3	7,134,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2015 Q4	9,478,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2016 Q1	9,145,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2016 Q2	9,834,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2016 Q3	8,211,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2016 Q4	9,540,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2017 Q1	5,465,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2017 Q2	8,353,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2017 Q3	7,800,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2017 Q4	8,782,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2018 Q1	13,218,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2018 Q2	14,582,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2018 Q3	13,777,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2018 Q4	12,549,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2019 Q1	17,190,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2019 Q2	13,320,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2019 Q3	11,128,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2019 Q4	8,128,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2020 Q1	7,186,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2020 Q2	5,271,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2020 Q3	4,335,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2020 Q4	5,547,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2021 Q1	6,227,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2021 Q2	7,067,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2021 Q3	6,747,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2021 Q4	7,139,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2022 Q1	12,944,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2022 Q2	13,923,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2022 Q3	13,065,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2022 Q4	12,928,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2023 Q1	13,953,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2023 Q2	17,307,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2023 Q3	16,872,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2023 Q4	20,169,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2024 Q1	16,449,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2024 Q2	16,613,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2024 Q3	13,485,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2024 Q4	19,678,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2025 Q1	11,118,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2025 Q2	11,808,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2025 Q3	11,387,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2025 Q4	18,267,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2026 Q1	12,950,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2026 Q2	15,250,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2026 Q3	16,250,000,000
YASKAWA ELECTRIC	X244_1	JPY	1	2026 Q4	21,400,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2015 Q3	93,519,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2015 Q4	112,711,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2016 Q1	101,050,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2016 Q2	106,897,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2016 Q3	98,474,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2016 Q4	104,839,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2017 Q1	90,380,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2017 Q2	97,264,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2017 Q3	97,035,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2017 Q4	110,221,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2018 Q1	107,498,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2018 Q2	121,616,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2018 Q3	110,735,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2018 Q4	108,674,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2019 Q1	128,216,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2019 Q2	120,028,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2019 Q3	113,076,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2019 Q4	113,318,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2020 Q1	107,443,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2020 Q2	104,337,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2020 Q3	98,021,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2020 Q4	101,156,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2021 Q1	90,802,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2021 Q2	96,044,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2021 Q3	93,091,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2021 Q4	109,775,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2022 Q1	119,002,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2022 Q2	120,905,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2022 Q3	117,471,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2022 Q4	121,704,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2023 Q1	120,312,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2023 Q2	143,216,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2023 Q3	143,992,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2023 Q4	148,435,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2024 Q1	142,513,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2024 Q2	146,465,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2024 Q3	135,352,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2024 Q4	151,328,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2025 Q1	132,408,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2025 Q2	129,165,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2025 Q3	132,116,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2025 Q4	147,640,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2026 Q1	135,900,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2026 Q2	142,200,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2026 Q3	140,050,000,000
YASKAWA ELECTRIC	X244_3	JPY	3	2026 Q4	156,200,000,000
XIAOMI	X243_3	CNY	3	2018 Q2	45,236,000,000
XIAOMI	X243_3	CNY	3	2018 Q3	50,846,000,000
XIAOMI	X243_3	CNY	3	2018 Q4	44,421,000,000
XIAOMI	X243_3	CNY	3	2019 Q1	43,757,000,000
XIAOMI	X243_3	CNY	3	2019 Q2	51,951,000,000
XIAOMI	X243_3	CNY	3	2019 Q3	53,661,000,000
XIAOMI	X243_3	CNY	3	2019 Q4	56,470,000,000
XIAOMI	X243_3	CNY	3	2020 Q1	49,702,000,000
XIAOMI	X243_3	CNY	3	2020 Q2	53,538,000,000
XIAOMI	X243_3	CNY	3	2020 Q3	72,163,000,000
XIAOMI	X243_3	CNY	3	2020 Q4	70,463,000,000
XIAOMI	X243_3	CNY	3	2021 Q1	76,882,000,000
XIAOMI	X243_3	CNY	3	2021 Q2	87,789,000,000
XIAOMI	X243_3	CNY	3	2021 Q3	78,063,000,000
XIAOMI	X243_3	CNY	3	2021 Q4	85,575,000,000
XIAOMI	X243_3	CNY	3	2022 Q1	73,352,000,000
XIAOMI	X243_3	CNY	3	2022 Q2	70,171,000,000
XIAOMI	X243_3	CNY	3	2022 Q3	70,474,000,000
XIAOMI	X243_3	CNY	3	2022 Q4	66,047,000,000
XIAOMI	X243_3	CNY	3	2023 Q1	59,477,000,000
XIAOMI	X243_3	CNY	3	2023 Q2	67,355,000,000
XIAOMI	X243_3	CNY	3	2023 Q3	70,894,000,000
XIAOMI	X243_3	CNY	3	2023 Q4	73,244,000,000
XIAOMI	X243_3	CNY	3	2024 Q1	75,507,000,000
XIAOMI	X243_3	CNY	3	2024 Q2	88,888,000,000
XIAOMI	X243_3	CNY	3	2024 Q3	92,507,000,000
XIAOMI	X243_3	CNY	3	2024 Q4	109,005,000,000
XIAOMI	X243_3	CNY	3	2025 Q1	108,207,000,000
XIAOMI	X243_3	CNY	3	2025 Q2	116,971,000,000
XIAOMI	X243_3	CNY	3	2025 Q3	122,728,000,000
XIAOMI	X243_3	CNY	3	2025 Q4	134,336,000,000
XIAOMI	X243_3	CNY	3	2023 Q2	143,216,000,000
XIAOMI	X243_3	CNY	3	2023 Q3	143,992,000,000
XIAOMI	X243_3	CNY	3	2023 Q4	148,435,000,000
XIAOMI	X243_3	CNY	3	2024 Q1	142,513,000,000
XIAOMI	X243_3	CNY	3	2024 Q2	146,465,000,000
XIAOMI	X243_3	CNY	3	2024 Q3	135,352,000,000
XIAOMI	X243_3	CNY	3	2024 Q4	151,328,000,000
XIAOMI	X243_3	CNY	3	2025 Q1	132,408,000,000
XIAOMI	X243_3	CNY	3	2025 Q2	129,165,000,000
XIAOMI	X243_3	CNY	3	2025 Q3	132,116,000,000
XIAOMI	X243_3	CNY	3	2025 Q4	147,640,000,000
XIAOMI	X243_3	CNY	3	2026 Q1	135,900,000,000
XIAOMI	X243_3	CNY	3	2026 Q2	142,200,000,000
XIAOMI	X243_3	CNY	3	2026 Q3	140,050,000,000
XIAOMI	X243_3	CNY	3	2026 Q4	156,200,000,000
XIAOMI	X243_3	CNY	3	2018 Q2	
XIAOMI	X243_3	CNY	3	2018 Q3	2,211,000,000
XIAOMI	X243_3	CNY	3	2018 Q4	3,213,000,000
XIAOMI	X243_3	CNY	3	2019 Q1	3,614,000,000
XIAOMI	X243_3	CNY	3	2019 Q2	2,336,000,000
XIAOMI	X243_3	CNY	3	2019 Q3	3,113,000,000
XIAOMI	X243_3	CNY	3	2019 Q4	2,697,000,000
XIAOMI	X243_3	CNY	3	2020 Q1	2,323,000,000
XIAOMI	X243_3	CNY	3	2020 Q2	5,413,000,000
XIAOMI	X243_3	CNY	3	2020 Q3	6,697,000,000
XIAOMI	X243_3	CNY	3	2020 Q4	9,602,000,000
XIAOMI	X243_3	CNY	3	2021 Q1	8,158,000,000
XIAOMI	X243_3	CNY	3	2021 Q2	10,726,000,000
XIAOMI	X243_3	CNY	3	2021 Q3	2,730,000,000
XIAOMI	X243_3	CNY	3	2021 Q4	4,416,000,000
XIAOMI	X243_3	CNY	3	2022 Q1	-911,300,000
XIAOMI	X243_3	CNY	3	2022 Q2	1,733,000,000
XIAOMI	X243_3	CNY	3	2022 Q3	-1,361,000,000
XIAOMI	X243_3	CNY	3	2022 Q4	3,356,000,000
XIAOMI	X243_3	CNY	3	2023 Q1	5,900,000,000
XIAOMI	X243_3	CNY	3	2023 Q2	4,041,000,000
XIAOMI	X243_3	CNY	3	2023 Q3	5,011,000,000
XIAOMI	X243_3	CNY	3	2023 Q4	5,057,000,000
XIAOMI	X243_3	CNY	3	2024 Q1	3,683,000,000
XIAOMI	X243_3	CNY	3	2024 Q2	5,889,000,000
XIAOMI	X243_3	CNY	3	2024 Q3	6,041,000,000
XIAOMI	X243_3	CNY	3	2024 Q4	8,890,000,000
XIAOMI	X243_3	CNY	3	2025 Q1	7,071,000,000
XIAOMI	X243_3	CNY	3	2025 Q2	9,203,000,000
XIAOMI	X243_3	CNY	3	2025 Q3	8,866,000,000
XIAOMI	X243_3	CNY	3	2025 Q4	8,854,000,000
XIAOMI	X243_3	CNY	3	2023 Q2	17,307,000,000
XIAOMI	X243_3	CNY	3	2023 Q3	16,872,000,000
XIAOMI	X243_3	CNY	3	2023 Q4	20,169,000,000
XIAOMI	X243_3	CNY	3	2024 Q1	16,449,000,000
XIAOMI	X243_3	CNY	3	2024 Q2	16,613,000,000
XIAOMI	X243_3	CNY	3	2024 Q3	13,485,000,000
XIAOMI	X243_3	CNY	3	2024 Q4	19,678,000,000
XIAOMI	X243_3	CNY	3	2025 Q1	11,118,000,000
XIAOMI	X243_3	CNY	3	2025 Q2	11,808,000,000
XIAOMI	X243_3	CNY	3	2025 Q3	11,387,000,000
XIAOMI	X243_3	CNY	3	2025 Q4	18,267,000,000
XIAOMI	X243_3	CNY	3	2026 Q1	12,950,000,000
XIAOMI	X243_3	CNY	3	2026 Q2	15,250,000,000
XIAOMI	X243_3	CNY	3	2026 Q3	16,250,000,000
XIAOMI	X243_3	CNY	3	2026 Q4	21,400,000,000
폭스바겐	X242_3	EUR 	3	2015 Q1	52,735,000,000
폭스바겐	X242_3	EUR 	3	2015 Q2	56,041,000,000
폭스바겐	X242_3	EUR 	3	2015 Q3	51,487,000,000
폭스바겐	X242_3	EUR 	3	2015 Q4	53,029,000,000
폭스바겐	X242_3	EUR 	3	2016 Q1	50,964,000,000
폭스바겐	X242_3	EUR 	3	2016 Q2	56,971,000,000
폭스바겐	X242_3	EUR 	3	2016 Q3	51,997,000,000
폭스바겐	X242_3	EUR 	3	2016 Q4	57,335,000,000
폭스바겐	X242_3	EUR 	3	2017 Q1	56,197,000,000
폭스바겐	X242_3	EUR 	3	2017 Q2	59,665,000,000
폭스바겐	X242_3	EUR 	3	2017 Q3	55,002,000,000
폭스바겐	X242_3	EUR 	3	2017 Q4	59,818,000,000
폭스바겐	X242_3	EUR 	3	2018 Q1	58,228,000,000
폭스바겐	X242_3	EUR 	3	2018 Q2	61,149,000,000
폭스바겐	X242_3	EUR 	3	2018 Q3	55,200,000,000
폭스바겐	X242_3	EUR 	3	2018 Q4	61,272,000,000
폭스바겐	X242_3	EUR 	3	2019 Q1	60,012,000,000
폭스바겐	X242_3	EUR 	3	2019 Q2	65,185,000,000
폭스바겐	X242_3	EUR 	3	2019 Q3	61,420,000,000
폭스바겐	X242_3	EUR 	3	2019 Q4	66,015,000,000
폭스바겐	X242_3	EUR 	3	2020 Q1	55,054,000,000
폭스바겐	X242_3	EUR 	3	2020 Q2	41,076,000,000
폭스바겐	X242_3	EUR 	3	2020 Q3	59,355,000,000
폭스바겐	X242_3	EUR 	3	2020 Q4	67,398,000,000
폭스바겐	X242_3	EUR 	3	2021 Q1	62,376,000,000
폭스바겐	X242_3	EUR 	3	2021 Q2	67,293,000,000
폭스바겐	X242_3	EUR 	3	2021 Q3	56,931,000,000
폭스바겐	X242_3	EUR 	3	2021 Q4	63,601,000,000
폭스바겐	X242_3	EUR 	3	2022 Q1	62,742,000,000
폭스바겐	X242_3	EUR 	3	2022 Q2	69,543,000,000
폭스바겐	X242_3	EUR 	3	2022 Q3	70,712,000,000
폭스바겐	X242_3	EUR 	3	2022 Q4	76,235,000,000
폭스바겐	X242_3	EUR 	3	2023 Q1	76,198,000,000
폭스바겐	X242_3	EUR 	3	2023 Q2	80,059,000,000
폭스바겐	X242_3	EUR 	3	2023 Q3	78,845,000,000
폭스바겐	X242_3	EUR 	3	2023 Q4	87,182,000,000
폭스바겐	X242_3	EUR 	3	2024 Q1	75,461,000,000
폭스바겐	X242_3	EUR 	3	2024 Q2	83,339,000,000
폭스바겐	X242_3	EUR 	3	2024 Q3	78,478,000,000
폭스바겐	X242_3	EUR 	3	2024 Q4	87,377,000,000
폭스바겐	X242_3	EUR 	3	2025 Q1	78,794,000,000
폭스바겐	X242_3	EUR 	3	2025 Q2	86,356,000,000
폭스바겐	X242_3	EUR 	3	2025 Q3	80,994,000,000
폭스바겐	X242_3	EUR 	3	2025 Q4	89,476,000,000
폭스바겐	X242_3	EUR 	3	2026 Q3	140,050,000,000
폭스바겐	X242_3	EUR 	3	2026 Q4	156,200,000,000
폭스바겐	X242_1	EUR 	1	2015 Q1	3,328,000,000
폭스바겐	X242_1	EUR 	1	2015 Q2	3,662,000,000
폭스바겐	X242_1	EUR 	1	2015 Q3	3,206,000,000
폭스바겐	X242_1	EUR 	1	2015 Q4	2,627,000,000
폭스바겐	X242_1	EUR 	1	2016 Q1	3,131,000,000
폭스바겐	X242_1	EUR 	1	2016 Q2	4,386,000,000
폭스바겐	X242_1	EUR 	1	2016 Q3	3,750,000,000
폭스바겐	X242_1	EUR 	1	2016 Q4	3,356,000,000
폭스바겐	X242_1	EUR 	1	2017 Q1	4,367,000,000
폭스바겐	X242_1	EUR 	1	2017 Q2	4,549,000,000
폭스바겐	X242_1	EUR 	1	2017 Q3	4,315,000,000
폭스바겐	X242_1	EUR 	1	2017 Q4	3,810,000,000
폭스바겐	X242_1	EUR 	1	2018 Q1	4,211,000,000
폭스바겐	X242_1	EUR 	1	2018 Q2	5,583,000,000
폭스바겐	X242_1	EUR 	1	2018 Q3	3,511,000,000
폭스바겐	X242_1	EUR 	1	2018 Q4	3,798,000,000
폭스바겐	X242_1	EUR 	1	2019 Q1	4,849,000,000
폭스바겐	X242_1	EUR 	1	2019 Q2	5,130,000,000
폭스바겐	X242_1	EUR 	1	2019 Q3	4,816,000,000
폭스바겐	X242_1	EUR 	1	2019 Q4	4,501,000,000
폭스바겐	X242_1	EUR 	1	2020 Q1	904,000,000
폭스바겐	X242_1	EUR 	1	2020 Q2	-1,707,000,000
폭스바겐	X242_1	EUR 	1	2020 Q3	3,183,000,000
폭스바겐	X242_1	EUR 	1	2020 Q4	8,226,000,000
폭스바겐	X242_1	EUR 	1	2021 Q1	4,812,000,000
폭스바겐	X242_1	EUR 	1	2021 Q2	6,546,000,000
폭스바겐	X242_1	EUR 	1	2021 Q3	2,595,000,000
폭스바겐	X242_1	EUR 	1	2021 Q4	5,322,000,000
폭스바겐	X242_1	EUR 	1	2022 Q1	8,453,000,000
폭스바겐	X242_1	EUR 	1	2022 Q2	4,735,000,000
폭스바겐	X242_1	EUR 	1	2022 Q3	4,269,000,000
폭스바겐	X242_1	EUR 	1	2022 Q4	5,027,000,000
폭스바겐	X242_1	EUR 	1	2023 Q1	5,747,000,000
폭스바겐	X242_1	EUR 	1	2023 Q2	5,600,000,000
폭스바겐	X242_1	EUR 	1	2023 Q3	4,894,000,000
폭스바겐	X242_1	EUR 	1	2023 Q4	6,335,000,000
폭스바겐	X242_1	EUR 	1	2024 Q1	4,588,000,000
폭스바겐	X242_1	EUR 	1	2024 Q2	5,464,000,000
폭스바겐	X242_1	EUR 	1	2024 Q3	2,855,000,000
폭스바겐	X242_1	EUR 	1	2024 Q4	6,153,000,000
폭스바겐	X242_1	EUR 	1	2025 Q1	4,379,000,000
폭스바겐	X242_1	EUR 	1	2025 Q2	5,158,000,000
폭스바겐	X242_1	EUR 	1	2025 Q3	4,867,000,000
폭스바겐	X242_1	EUR 	1	2025 Q4	5,326,000,000
폭스바겐	X242_1	EUR 	1	2026 Q3	16,250,000,000
폭스바겐	X242_1	EUR 	1	2026 Q4	21,400,000,000
UMC	X241_3	TWD	3	2015 Q1	37,650,000,000
UMC	X241_3	TWD	3	2015 Q2	38,012,000,000
UMC	X241_3	TWD	3	2015 Q3	35,320,000,000
UMC	X241_3	TWD	3	2015 Q4	33,849,000,000
UMC	X241_3	TWD	3	2016 Q1	34,404,000,000
UMC	X241_3	TWD	3	2016 Q2	36,997,000,000
UMC	X241_3	TWD	3	2016 Q3	38,164,000,000
UMC	X241_3	TWD	3	2016 Q4	38,306,000,000
UMC	X241_3	TWD	3	2017 Q1	37,418,000,000
